Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,defectFixed,defectType,lifecycle:transition,numberRepairs,phoneType
1091,Analyze Defect,Tester1,1970/01/23 11:06:00.000,1970/01/23 11:15:00.000,Variant 21,21,Simulated process instance,,4,complete,,T3
1091,Repair (Simple),SolverS2,1970/01/23 11:35:00.000,1970/01/23 11:47:00.000,Variant 21,21,Simulated process instance,,,complete,,
1091,Inform User,System,1970/01/23 11:45:00.000,1970/01/23 11:45:00.000,Variant 21,21,Simulated process instance,,,complete,,
1091,Test Repair,Tester6,1970/01/23 11:47:00.000,1970/01/23 11:54:00.000,Variant 21,21,Simulated process instance,true,,complete,1,
1092,Register,System,1970/01/24 05:50:00.000,1970/01/24 05:50:00.000,Variant 30,30,Simulated process instance,,,complete,,
1092,Analyze Defect,Tester1,1970/01/24 05:50:00.000,1970/01/24 05:56:00.000,Variant 30,30,Simulated process instance,,1,complete,,T3
1092,Inform User,System,1970/01/24 06:13:00.000,1970/01/24 06:13:00.000,Variant 30,30,Simulated process instance,,,complete,,
1092,Repair (Simple),SolverS1,1970/01/24 06:15:00.000,1970/01/24 06:20:00.000,Variant 30,30,Simulated process instance,,,complete,,
1092,Test Repair,Tester6,1970/01/24 06:20:00.000,1970/01/24 06:30:00.000,Variant 30,30,Simulated process instance,false,,complete,1,
1092,Restart Repair,System,1970/01/24 06:37:00.000,1970/01/24 06:37:00.000,Variant 30,30,Simulated process instance,,,complete,,
1092,Repair (Simple),SolverS3,1970/01/24 06:37:00.000,1970/01/24 06:55:00.000,Variant 30,30,Simulated process instance,,,complete,,
1092,Test Repair,Tester3,1970/01/24 06:55:00.000,1970/01/24 07:04:00.000,Variant 30,30,Simulated process instance,true,,complete,2,
1093,Register,System,1970/01/23 22:15:00.000,1970/01/23 22:15:00.000,Variant 30,30,Simulated process instance,,,complete,,
1093,Analyze Defect,Tester2,1970/01/23 22:15:00.000,1970/01/23 22:20:00.000,Variant 30,30,Simulated process instance,,2,complete,,T2
1093,Inform User,System,1970/01/23 22:35:00.000,1970/01/23 22:35:00.000,Variant 30,30,Simulated process instance,,,complete,,
1093,Repair (Simple),SolverS2,1970/01/23 22:35:00.000,1970/01/23 22:45:00.000,Variant 30,30,Simulated process instance,,,complete,,
1093,Test Repair,Tester5,1970/01/23 22:45:00.000,1970/01/23 22:51:00.000,Variant 30,30,Simulated process instance,false,,complete,1,
1093,Restart Repair,System,1970/01/23 22:56:00.000,1970/01/23 22:56:00.000,Variant 30,30,Simulated process instance,,,complete,,
1093,Repair (Simple),SolverS2,1970/01/23 22:56:00.000,1970/01/23 23:05:00.000,Variant 30,30,Simulated process instance,,,complete,,
1093,Test Repair,Tester2,1970/01/23 23:05:00.000,1970/01/23 23:11:00.000,Variant 30,30,Simulated process instance,true,,complete,2,
1095,Register,System,1970/01/24 09:56:00.000,1970/01/24 09:56:00.000,Variant 38,38,Simulated process instance,,,complete,,
1095,Analyze Defect,Tester3,1970/01/24 09:56:00.000,1970/01/24 10:04:00.000,Variant 38,38,Simulated process instance,,7,complete,,T2
1095,Repair (Complex),SolverC1,1970/01/24 10:05:00.000,1970/01/24 10:16:00.000,Variant 38,38,Simulated process instance,,,complete,,
1096,Register,System,1970/01/23 13:24:00.000,1970/01/23 13:24:00.000,Variant 12,12,Simulated process instance,,,complete,,
1096,Analyze Defect,Tester1,1970/01/23 13:24:00.000,1970/01/23 13:34:00.000,Variant 12,12,Simulated process instance,,3,complete,,T1
1096,Repair (Simple),SolverS3,1970/01/23 13:50:00.000,1970/01/23 14:03:00.000,Variant 12,12,Simulated process instance,,,complete,,
1096,Test Repair,Tester2,1970/01/23 14:03:00.000,1970/01/23 14:12:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1096,Inform User,System,1970/01/23 14:06:00.000,1970/01/23 14:06:00.000,Variant 12,12,Simulated process instance,,,complete,,
1097,Register,System,1970/01/23 21:15:00.000,1970/01/23 21:15:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Analyze Defect,Tester3,1970/01/23 21:15:00.000,1970/01/23 21:25:00.000,Variant 53,53,Simulated process instance,,1,complete,,T2
1097,Repair (Simple),SolverS1,1970/01/23 21:29:00.000,1970/01/23 21:35:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Test Repair,Tester5,1970/01/23 21:35:00.000,1970/01/23 21:43:00.000,Variant 53,53,Simulated process instance,false,,complete,1,
1097,Restart Repair,System,1970/01/23 21:50:00.000,1970/01/23 21:50:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Repair (Simple),SolverS1,1970/01/23 21:50:00.000,1970/01/23 21:55:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Test Repair,Tester1,1970/01/23 21:55:00.000,1970/01/23 22:03:00.000,Variant 53,53,Simulated process instance,false,,complete,2,
1097,Restart Repair,System,1970/01/23 22:11:00.000,1970/01/23 22:11:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Repair (Simple),SolverS3,1970/01/23 22:11:00.000,1970/01/23 22:27:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Inform User,System,1970/01/23 22:12:00.000,1970/01/23 22:12:00.000,Variant 53,53,Simulated process instance,,,complete,,
1097,Test Repair,Tester4,1970/01/23 22:27:00.000,1970/01/23 22:32:00.000,Variant 53,53,Simulated process instance,true,,complete,3,
1098,Register,System,1970/01/23 11:14:00.000,1970/01/23 11:14:00.000,Variant 12,12,Simulated process instance,,,complete,,
1098,Analyze Defect,Tester5,1970/01/23 11:14:00.000,1970/01/23 11:20:00.000,Variant 12,12,Simulated process instance,,3,complete,,T3
1098,Repair (Simple),SolverS2,1970/01/23 11:48:00.000,1970/01/23 12:01:00.000,Variant 12,12,Simulated process instance,,,complete,,
1098,Test Repair,Tester6,1970/01/23 12:01:00.000,1970/01/23 12:09:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1098,Inform User,System,1970/01/23 12:02:00.000,1970/01/23 12:02:00.000,Variant 12,12,Simulated process instance,,,complete,,
1099,Register,System,1970/01/24 03:26:00.000,1970/01/24 03:26:00.000,Variant 54,54,Simulated process instance,,,complete,,
1099,Analyze Defect,Tester5,1970/01/24 03:26:00.000,1970/01/24 03:31:00.000,Variant 54,54,Simulated process instance,,8,complete,,T3
1099,Repair (Complex),SolverC2,1970/01/24 03:51:00.000,1970/01/24 04:01:00.000,Variant 54,54,Simulated process instance,,,complete,,
1099,Test Repair,Tester5,1970/01/24 04:01:00.000,1970/01/24 04:09:00.000,Variant 54,54,Simulated process instance,false,,complete,0,
1099,Restart Repair,System,1970/01/24 04:18:00.000,1970/01/24 04:18:00.000,Variant 54,54,Simulated process instance,,,complete,,
1099,Repair (Complex),SolverC1,1970/01/24 04:18:00.000,1970/01/24 04:32:00.000,Variant 54,54,Simulated process instance,,,complete,,
1099,Inform User,System,1970/01/24 04:21:00.000,1970/01/24 04:21:00.000,Variant 54,54,Simulated process instance,,,complete,,
1099,Test Repair,Tester2,1970/01/24 04:32:00.000,1970/01/24 04:41:00.000,Variant 54,54,Simulated process instance,true,,complete,0,
11,Register,System,1970/01/02 16:51:00.000,1970/01/02 16:51:00.000,Variant 1,1,Simulated process instance,,,complete,,
11,Analyze Defect,Tester1,1970/01/02 16:51:00.000,1970/01/02 16:58:00.000,Variant 1,1,Simulated process instance,,10,complete,,T3
11,Repair (Complex),SolverC3,1970/01/02 17:04:00.000,1970/01/02 17:52:00.000,Variant 1,1,Simulated process instance,,,complete,,
11,Inform User,System,1970/01/02 17:16:00.000,1970/01/02 17:16:00.000,Variant 1,1,Simulated process instance,,,complete,,
11,Test Repair,Tester2,1970/01/02 17:52:00.000,1970/01/02 18:01:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
11,Archive Repair,System,1970/01/02 18:06:00.000,1970/01/02 18:06:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
110,Register,System,1970/01/03 13:23:00.000,1970/01/03 13:23:00.000,Variant 1,1,Simulated process instance,,,complete,,
110,Analyze Defect,Tester1,1970/01/03 13:23:00.000,1970/01/03 13:32:00.000,Variant 1,1,Simulated process instance,,10,complete,,T3
110,Repair (Complex),SolverC2,1970/01/03 13:52:00.000,1970/01/03 14:05:00.000,Variant 1,1,Simulated process instance,,,complete,,
110,Inform User,System,1970/01/03 13:53:00.000,1970/01/03 13:53:00.000,Variant 1,1,Simulated process instance,,,complete,,
110,Test Repair,Tester6,1970/01/03 14:05:00.000,1970/01/03 14:14:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
110,Archive Repair,System,1970/01/03 14:23:00.000,1970/01/03 14:23:00.000,Variant 1,1,Simulated process instance,true,,complete,0,
1100,Register,System,1970/01/23 23:39:00.000,1970/01/23 23:39:00.000,Variant 10,10,Simulated process instance,,,complete,,
1100,Analyze Defect,Tester2,1970/01/23 23:39:00.000,1970/01/23 23:46:00.000,Variant 10,10,Simulated process instance,,7,complete,,T2
1100,Repair (Complex),SolverC1,1970/01/24 00:12:00.000,1970/01/24 00:22:00.000,Variant 10,10,Simulated process instance,,,complete,,
1100,Inform User,System,1970/01/24 00:19:00.000,1970/01/24 00:19:00.000,Variant 10,10,Simulated process instance,,,complete,,
1100,Test Repair,Tester5,1970/01/24 00:22:00.000,1970/01/24 00:32:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1103,Register,System,1970/01/24 00:02:00.000,1970/01/24 00:02:00.000,Variant 10,10,Simulated process instance,,,complete,,
1103,Analyze Defect,Tester3,1970/01/24 00:02:00.000,1970/01/24 00:09:00.000,Variant 10,10,Simulated process instance,,7,complete,,T3
1103,Repair (Complex),SolverC3,1970/01/24 00:10:00.000,1970/01/24 00:59:00.000,Variant 10,10,Simulated process instance,,,complete,,
1103,Inform User,System,1970/01/24 00:43:00.000,1970/01/24 00:43:00.000,Variant 10,10,Simulated process instance,,,complete,,
1103,Test Repair,Tester3,1970/01/24 00:59:00.000,1970/01/24 01:09:00.000,Variant 10,10,Simulated process instance,true,,complete,0,
1105,Register,System,1970/01/23 13:30:00.000,1970/01/23 13:30:00.000,Variant 12,12,Simulated process instance,,,complete,,
1105,Analyze Defect,Tester2,1970/01/23 13:30:00.000,1970/01/23 13:40:00.000,Variant 12,12,Simulated process instance,,4,complete,,T2
1105,Repair (Simple),SolverS2,1970/01/23 13:49:00.000,1970/01/23 14:01:00.000,Variant 12,12,Simulated process instance,,,complete,,
1105,Test Repair,Tester6,1970/01/23 14:01:00.000,1970/01/23 14:06:00.000,Variant 12,12,Simulated process instance,true,,complete,1,
1105,Inform User,System,1970/01/23 14:13:00.000,1970/01/23 14:13:00.000,Variant 12,12,Simulated process instance,,,complete,,
1107,Register,System,1970/01/24 05:11:00.000,1970/01/24 05:11:00.000,Variant 26,26,Simulated process instance,,,complete,,
1107,Analyze Defect,Tester3,1970/01/24 05:11:00.000,1970/01/24 05:19:00.000,Variant 26,26,Simulated process instance,,9,complete,,T1
1107,Inform User,System,1970/01/24 05:36:00.000,1970/01/24 05:36:00.000,Variant 26,26,Simulated process instance,,,complete,,
1107,Repair (Complex),SolverC2,1970/01/24 05:40:00.000,1970/01/24 05:54:00.000,Variant 26,26,Simulated process instance,,,complete,,
1107,Test Repair,Tester3,1970/01/24 05:54:00.000,1970/01/24 06:03:00.000,Variant 26,26,Simulated process instance,true,,complete,0,
111,Register,System,1970/01/03 10:02:00.000,1970/01/03 10:02:00.000,Variant 4,4,Simulated process instance,,,complete,,
111,Analyze Defect,Tester5,1970/01/03 10:02:00.000,1970/01/03 10:11:00.000,Variant 4,4,Simulated process instance,,6,complete,,T2
111,Inform User,System,1970/01/03 10:34:00.000,1970/01/03 10:34:00.000,Variant 4,4,Simulated process instance,,,complete,,
111,Repair (Complex),SolverC3,1970/01/03 10:40:00.000,1970/01/03 11:29:00.000,Variant 4,4,Simulated process instance,,,complete,,
111,Test Repair,Tester1,1970/01/03 11:29:00.000,1970/01/03 11:38:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
111,Archive Repair,System,1970/01/03 11:43:00.000,1970/01/03 11:43:00.000,Variant 4,4,Simulated process instance,true,,complete,0,
1111,Register,System,1970/01/24 00:39:00.000,1970/01/24 00:39:00.000,Variant 35,35,Simulated process instance,,,complete,,
1111,Analyze Defect,Tester4,1970/01/24 00:39:00.000,1970/01/24 00:48:00.000,Variant 35,35,Simulated process instance,,1,complete,,T2
1111,Repair (Simple),SolverS1,1970/01/24 01:05:00.000,1970/01/24 01:12:00.000,Variant 35,35,Simulated process instance,,,complete,,
1111,Test Repair,Tester4,1970/01/24 01:12:00.000,1970/01/24 01:19:00.000,Variant 35,35,Simulated process instance,false,,complete,1,
1111,Inform User,System,1970/01/24 01:14:00.000,1970/01/24 01:14:00.000,Variant 35,35,Simulated process instance,,,complete,,
1111,Restart Repair,System,1970/01/24 01:27:00.000,1970/01/24 01:27:00.000,Variant 35,35,Simulated process instance,,,complete,,
1111,Repair (Simple),SolverS2,1970/01/24 01:27:00.000,1970/01/24 01:32:00.000,Variant 35,35,Simulated process instance,,,complete,,
1111,Test Repair,Tester6,1970/01/24 01:32:00.000,1970/01/24 01:39:00.000,Variant 35,35,Simulated process instance,true,,complete,2,
1112,Register,System,1970/01/24 09:01:00.000,1970/01/24 09:01:00.000,Variant 45,45,Simulated process instance,,,complete,,
1112,Analyze Defect,Tester6,1970/01/24 09:01:00.000,1970/01/24 09:09:00.000,Variant 45,45,Simulated process instance,,1,complete,,T3
1112,Repair (Simple),SolverS1,1970/01/24 09:25:00.000,1970/01/24 09:32:00.000,Variant 45,45,Simulated process instance,,,complete,,
1112,Inform User,System,1970/01/24 09:27:00.000,1970/01/24 09:27:00.000,Variant 45,45,Simulated process instance,,,complete,,
1112,Test Repair,Tester5,1970/01/24 09:32:00.000,1970/01/24 09:38:00.000,Variant 45,45,Simulated process instance,false,,complete,1,
1112,Restart Repair,System,1970/01/24 09:44:00.000,1970/01/24 09:44:00.000,Variant 45,45,Simulated process instance,,,complete,,
1112,Repair (Simple),SolverS2,1970/01/24 09:44:00.000,1970/01/24 09:52:00.000,Variant 45,45,Simulated process instance,,,complete,,
1112,Test Repair,Tester1,1970/01/24 09:52:00.000,1970/01/24 09:58:00.000,Variant 45,45,Simulated process instance,true,,complete,2,
112,Register,System,1970/01/04 04:54:00.000,1970/01/04 04:54:00.000,Variant 2,2,Simulated process instance,,,complete,,
112,Analyze Defect,Tester3,1970/01/04 04:54:00.000,1970/01/04 04:59:00.000,Variant 2,2,Simulated process instance,,7,complete,,T2
112,Repair (Complex),SolverC2,1970/01/04 05:01:00.000,1970/01/04 05:15:00.000,Variant 2,2,Simulated process instance,,,complete,,
112,Test Repair,Tester1,1970/01/04 05:15:00.000,1970/01/04 05:21:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
112,Inform User,System,1970/01/04 05:35:00.000,1970/01/04 05:35:00.000,Variant 2,2,Simulated process instance,,,complete,,
112,Archive Repair,System,1970/01/04 05:35:00.000,1970/01/04 05:35:00.000,Variant 2,2,Simulated process instance,true,,complete,0,
1124,Register,System,1970/01/24 05:17:00.000,1970/01/24 05:17:00.000,Variant 21,21,Simulated process instance,,,complete,,
1124,Analyze Defect,Tester5,1970/01/24 05:17:00.000,1970/01/24 05:24:00.000,Variant 21,21,Simulated process instance,,4,complete,,T1
1124,Repair (Simple),SolverS2,1970/01/24 05:38:00.000,1970/01/24 05:53:00.000,Variant 21,21,Simulated process instance,,,complete,,
1124,Inform User,System,1970/01/24 05:49:00.000,1970/01/24 05:49:00.000,Variant 21,21,Simulated process instance,,,complete,,
1124,Test Repair,Tester6,1970/01/24 05:53:00.000,1970/01/24 05:59:00.000,Variant 21,21,Simulated process instance,true,,complete,1,
1127,Register,System,1970/01/24 09:49:00.000,1970/01/24 09:49:00.000,Variant 38,38,Simulated process instance,,,complete,,
1127,Analyze Defect,Tester6,1970/01/24 09:49:00.000,1970/01/24 09:56:00.000,Variant 38,38,Simulated process instance,,10,complete,,T2
1127,Repair (Complex),SolverC3,1970/01/24 09:58:00.000,1970/01/24 09:58:00.000,Variant 38,38,Simulated process instance,,,start,,
1128,Register,System,1970/01/24 02:21:00.000,1970/01/24 02:21:00.000,Variant 55,55,Simulated process instance,,,complete,,
1128,Analyze Defect,Tester2,1970/01/24 02:21:00.000,1970/01/24 02:27:00.000,Variant 55,55,Simulated process instance,,10,complete,,T3
1128,Repair (Complex),SolverC1,1970/01/24 02:50:00.000,1970/01/24 03:01:00.000,Variant 55,55,Simulated process instance,,,complete,,
1128,Test Repair,Tester6,1970/01/24 03:01:00.000,1970/01/24 03:10:00.000,Variant 55,55,Simulated process instance,false,,complete,0,
1128,Inform User,System,1970/01/24 03:12:00.000,1970/01/24 03:12:00.000,Variant 55,55,Simulated process instance,,,complete,,
1128,Restart Repair,System,1970/01/24 03:18:00.000,1970/01/24 03:18:00.000,Variant 55,55,Simulated process instance,,,complete,,
1128,Repair (Complex),SolverC3,1970/01/24 03:18:00.000,1970/01/24 04:08:00.000,Variant 55,55,Simulated process instance,,,complete,,
1128,Test Repair,Tester3,1970/01/24 04:08:00.000,1970/01/24 04:13:00.000,Variant 55,55,Simulated process instance,true,,complete,0,
113,Register,System,1970/01/04 19:55:00.000,1970/01/04 19:55:00.000,Variant 20,20,Simulated process instance,,,complete,,
113,Analyze Defect,Tester2,1970/01/04 19:55:00.000,1970/01/04 20:01:00.000,Variant 20,20,Simulated process instance,,6,complete,,T3
113,Repair (Simple),SolverS2,1970/01/04 20:09:00.000,1970/01/04 20:16:00.000,Variant 20,20,Simulated process instance,,,complete,,
113,Test Repair,Tester5,1970/01/04 20:16:00.000,1970/01/04 20:22:00.000,Variant 20,20,Simulated process instance,false,,complete,1,
113,Restart Repair,System,1970/01/04 20:27:00.000,1970/01/04 20:27:00.000,Variant 20,20,Simulated process instance,,,complete,,
113,Repair (Complex),SolverC1,1970/01/04 20:27:00.000,1970/01/04 20:41:00.000,Variant 20,20,Simulated process instance,,,complete,,
113,Inform User,System,1970/01/04 20:37:00.000,1970/01/04 20:37:00.000,Variant 20,20,Simulated process instance,,,complete,,
113,Test Repair,Tester5,1970/01/04 20:41:00.000,1970/01/04 20:51:00.000,Variant 20,20,Simulated process instance,true,,complete,1,
113,Archive Repair,System,1970/01/04 20:59:00.000,1970/01/04 20:59:00.000,Variant 20,20,Simulated process instance,true,,complete,1,
1138,Register,System,1970/01/24 06:21:00.000,1970/01/24 06:21:00.000,Variant 30,30,Simulated process instance,,,complete,,
1138,Analyze Defect,Tester1,1970/01/24 06:21:00.000,1970/01/24 06:29:00.000,Variant 30,30,Simulated process instance,,4,complete,,T1
1138,Inform User,System,1970/01/24 06:48:00.000,1970/01/24 06:48:00.000,Variant 30,30,Simulated process instance,,,complete,,
1138,Repair (Simple),SolverS1,1970/01/24 06:48:00.000,1970/01/24 06:54:00.000,Variant 30,30,Simulated process instance,,,complete,,
